
reset session
set terminal png size 800, 600
FILE = "plot.dat"
7 352.617493 264.583344
7 359.397491 280.989990
7 348.070007 288.976654
7 361.147491 280.625000
7 350.877502 283.646667
0 409.432495 222.046661
7 347.595001 264.119995
7 362.889160 288.841675
7 362.222504 285.086670
7 352.079987 287.676666
7 355.767487 287.146667
7 351.707489 266.933319
7 353.045013 275.415009
7 356.345001 293.084991
7 354.209991 298.408875
7 350.329987 270.363342
0 419.467499 242.813339
7 359.922485 302.959991
7 358.470001 288.109985
7 359.684998 279.243347
7 357.377502 292.484985
7 353.992493 290.510010
7 360.999176 291.116669
7 338.334991 283.984436
7 365.161652 288.166656
7 347.970001 271.956665
7 346.770844 299.644989
0 420.845001 237.149994
7 350.298340 268.716675
7 364.551666 295.815002
7 358.357513 281.506653
7 347.829987 258.081665
7 355.012512 281.121674
7 355.647491 261.230011
7 349.682495 273.929993
7 350.755005 279.470001
7 356.864990 289.633331
7 362.214172 282.461670
0 420.622498 234.533340
7 368.835846 308.371674
7 353.517487 289.353333
7 346.640015 277.424988
7 353.107513 269.549988
7 344.529999 281.297791
7 345.114990 266.339996
7 352.744171 266.769989
7 354.332489 285.958344
7 352.015015 268.993347
7 358.290009 285.998322
